ward_code,ward_name,Borough,Zone,mode_share,PTAL_bus2015,PTAL_LUL2015,PTAL_rail2015,PTAL_tram2015,PTAL_AI2015,speed_weekday_allday,speed_weekday_AM,speed_weekday_IN,change_weekday_allday,change_weekday_AM,change_weekday_IN,weekday_boardings_allday,weekend_boardings_ratio,alightings_boardings_ratio,2013_population,pop_0to15_perc,pop_16to64_perc,pop_65plus_perc,area_km,2013_pop_density,2014_med_house_price,2014_mean_income,2011_cars_own_density,2011_cars_per_household,2011_ethnic_white,2011_ethnic_mixed,2011_ethnic_asian,2011_ethnic_black
E05000321,South Hornchurch,Havering,Outer,0.104524419,2.969126207,0,0.070248231,0,3.039374438,22.959757,21.68245883,22.78160371,-0.368519181,-0.156751508,-0.513308823,13840.27976,62.90005957,55.98283463,15065,21.40468227,62.20735786,16.72240803,6.30839,2388.089513,242000,32399.66381,1008.181168,1.169547628,75.16096913,2.343179555,3.212744773,8.596083638
E05000551,South Camberwell,Southwark,Inner,0.120511669,8.886695337,0,6.165458107,0,15.05215344,17.25614135,16.55374081,16.67364032,-0.367484997,-0.561172665,-0.302263079,31080.17777,72.31899356,137.1706753,12940,19.84435798,72.76264591,7.392996109,1.33149,9718.435737,396089,49758.89686,2256.119085,0.589366294,54.56723338,6.56877898,7.982998454,25.44822257
E05000550,South Bermondsey,Southwark,Inner,0.152513671,10.28132089,0.354348832,1.307041047,0,11.94271077,14.17730235,13.62252271,13.48667353,-0.877808975,-0.750529348,-1.067230774,54047.67394,85.86884481,102.2979697,14146,20.28469751,72.24199288,7.473309609,0.97363,14529.13324,288025,32838.865,2756.694021,0.468657238,53.78905698,5.747207691,8.490032518,25.14491729
E05000188,South Acton,Ealing,Outer,0.167492108,8.119516207,7.753616069,0,0,15.87313228,18.1783473,16.64351821,17.22230294,0.13919826,-0.295253803,0.121301057,87290.2933,74.52906107,82.95259232,15540,20.44728435,69.00958466,10.54313099,1.7192,9039.087948,440000,36849.4143,2316.775244,0.662618533,54.07979408,4.839124839,14.69111969,15.3989704
E05000513,Snaresbrook,Redbridge,Outer,0.083480185,5.085172367,6.816689449,0,0,11.90186182,18.04730691,16.36859877,16.90186091,-0.139092025,-0.243655502,0.111081231,16083.61124,65.61354998,168.5726219,12049,16.39344262,66.39344262,17.21311475,1.98516,6069.535957,361392.5,61997.72944,2649.156743,0.967617295,68.73599469,4.390405843,19.66968213,4.108224749
E05000083,Sidcup,Bexley,Outer,0.044512484,5.99876428,0,2.126478726,0,8.125243006,20.33663291,18.17398968,19.21954257,-0.087869956,-0.187763669,-0.050022062,47084.85799,56.07641858,140.4956932,10971,15.38461538,64.25339367,20.36199095,2.70347,4058.1179,280000,52007.35421,1987.445764,1.195594126,88.82508431,2.023516544,5.359584359,2.114665937
E05000126,Shortlands,Bromley,Outer,0.083189171,3.843860068,0,1.876763608,0,5.720623677,25.93615027,23.49240281,24.64366875,-1.025109274,-1.178737753,-0.950206282,3737.017415,73.54562018,34.78995105,10029,17.91044776,60.69651741,21.39303483,2.45665,4082.388619,468000,66971.82801,2221.317648,1.303631151,82.64034301,3.160833583,7.328746635,3.041180576
E05000227,Shooters Hill,Greenwich,Inner,0.189250359,4.200804126,0,0.363532909,0,4.564337035,22.15532867,20.22698695,22.09327317,-0.343925198,-0.600281233,-0.267389721,14919.45669,73.52797677,40.62508474,13596,20.37735849,66.03773585,13.58490566,3.77072,3605.67743,270000,46965.21691,1405.036704,0.995490417,65.68843778,5.133862901,9.944101206,16.00470727
E05000163,Shirley,Croydon,Outer,0.124534968,3.927240708,0,0,0,3.927240708,21.47656758,20.06140169,20.81501926,-0.836330069,-0.735562778,-0.965290088,10129.40656,67.56830128,107.9228801,14535,19.8630137,62.32876712,17.80821918,2.80541,5181.060879,320000,43795.21017,2488.406329,1.249731472,67.96009632,4.575163399,10.99415205,13.46405229
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,Inner,0.15187856,16.82999482,12.21804906,0,0,29.04804389,15.24368581,14.50575993,13.4101214,-1.463122496,-2.408061474,-2.393304358,146600.4745,95.3670367,186.282543,12582,15.6626506,76.30522088,8.032128514,1.0682,11778.69313,440000,40996.50146,2128.814829,0.409582133,57.97170561,6.111905897,9.871244635,17.14353839
E05000623,Shaftesbury,Wandsworth,Inner,0.114374632,13.2261212,0,18.3401968,0,31.566318,14.03168082,13.48429275,13.16647547,-0.213101885,-0.323821558,-0.522090351,38461.38942,87.23934762,52.71559246,14390,13.93728223,77.70034843,8.013937282,0.94789,15181.08641,700000,68146.79034,4355.990674,0.643346837,79.95135511,4.489228631,4.572619875,7.901320361
E05009332,Shadwell,Tower Hamlets,Inner,0.10014033,9.534955624,7.661406674,9.164116403,0,26.3604787,15.71842802,15.40793727,14.57448658,-0.399247415,-0.396459001,-0.264138778,22493.20824,78.32773777,147.03267,11400,23.16872428,70.50754458,6.323731139,0.64273,17736.84129,315000,30119.28804,2891.685864,0.436457438,34.50795463,3.160445584,50.36799558,6.982529166
E05009382,Shacklewell,Hackney,Inner,0.337107338,12.3511309,0,6.989653673,0,19.34078458,15.7762247,15.08486746,15.01652734,-0.349144826,-0.540213221,-0.425557294,12100.46555,86.65924098,53.06807867,8600,16.98445983,76.18403002,6.831510155,0.43221,19897.7349,447450,26065.26505,3168.102536,0.385180603,54.58661598,6.10342968,9.655552845,20.85391147
E05000278,Seven Sisters,Haringey,Outer,0.246419621,9.73847931,2.015487335,3.388296513,0,15.14226316,14.19245885,13.70966421,13.22983027,-0.471685656,-0.342382546,-0.899932477,41629.74716,80.96451103,43.77712773,16325,26.15384615,66.46153846,7.384615385,1.29463,12609.7804,372500,31612.62289,2232.298031,0.520252025,57.54977029,5.34762634,7.901990812,19.79785605
E05000512,Seven Kings,Redbridge,Outer,0.106743262,5.037010749,0.021200899,3.033051836,0,8.091263484,18.40541524,17.58818207,17.48981132,-0.958948008,-1.199802529,-1.037496462,18380.00351,57.70992186,127.234084,16176,24.3902439,66.46341463,8.841463415,2.08338,7764.30608,294000,36073.29804,2307.788306,1.007332914,21.80390702,3.801928783,54.19139466,10.28066271
E05000162,Selsdon and Ballards,Croydon,Outer,0.08632547,2.391742267,0,0,0.182607927,2.574350194,24.54571381,23.73697851,23.6590192,-1.72138904,-1.417813777,-2.256099238,6842.087626,62.61029379,56.01453704,12034,15.3526971,63.48547718,21.16182573,6.39834,1880.800333,344000,59209.17448,1068.245826,1.528740774,78.18680406,2.783779292,10.39554595,5.218547449
E05000161,Selhurst,Croydon,Outer,0.254430777,8.254009957,0,4.605051461,0.383471248,13.24253267,17.36685662,16.10392323,16.75549675,-0.859934664,-1.044236196,-0.672314809,50853.85274,76.75713557,49.56771489,18326,25.34059946,65.9400545,8.719346049,2.27303,8062.366093,212997.5,29837.04717,2025.050263,0.616858751,33.90265197,8.74167849,18.83116883,34.8575794
E05000262,Sands End,Hammersmith and Fulham,Inner,0.188226242,6.902175978,0.46082804,2.625673127,0,9.988677145,16.71581938,15.6069791,16.84423292,0.354782034,0.410916856,0.496192826,11132.97022,80.22219545,83.83695033,13162,18.3908046,72.79693487,8.812260536,1.1421,11524.3849,827750,53191.76614,3144.208038,0.638286527,67.27700957,5.759003191,8.440966418,10.94818417
E05000160,Sanderstead,Croydon,Outer,0.045916858,1.64176015,0,0.509632008,0,2.151392158,27.34129159,25.46144654,26.44983949,0.110922323,-0.148330558,0.451966031,4451.523604,49.79572211,111.6296654,13039,18.3908046,61.68582375,19.92337165,6.346,2054.680113,392500,61264.90591,1154.585566,1.504826453,78.91709487,3.934350794,9.693994938,4.501878978
E05000451,Rushey Green,Lewisham,Inner,0.360945756,13.92420419,0,4.204031075,0,18.12823527,15.69067717,14.500697,14.57421991,-0.227097907,-0.123706626,-0.109893717,191394.7677,79.3671446,113.5844955,15801,21.83544304,69.30379747,8.860759494,1.78524,8850.910802,270000,35540.84598,2014.855146,0.574876139,38.62413771,8.505790773,8.727295741,35.67495728
E05009403,Royal Hospital,Kensington and Chelsea,Inner,0.228866404,13.49938924,5.912035391,0,0,19.41142463,13.21050967,12.74122092,11.28534973,-0.083775636,-0.20099709,-0.15817333,113603.4977,77.99326668,161.6568764,9800,13.34212269,68.41854761,18.2393297,0.90874,10784.16269,1825000,112002.849,3926.911587,0.695110599,81.4014328,3.97938425,6.918472629,2.469800939
E05000491,Royal Docks,Newham,Outer,0.087154808,2.746518149,3.133872086,0.017628679,0,5.898018915,25.67602982,24.33396143,25.19675731,0.281973014,0.230194472,0.475726288,4548.280376,67.67711888,44.08505506,13704,20.51282051,75.45787546,4.029304029,3.30769,4143.072658,303500,49495.97991,904.2564448,0.684439359,35.77787507,4.604495038,15.92965558,18.95067134
E05000302,Roxeth,Harrow,Outer,0.136777508,6.525121369,1.391419457,1.036661653,0,8.95320248,17.62990117,17.46654732,15.92381888,-0.266762375,-0.691099573,-0.202082178,32049.33893,81.60580162,65.61484556,11895,22.59414226,66.52719665,11.29707113,1.57492,7552.764585,355000,35206.60335,2797.602418,1.162226326,33.08953342,4.74148802,46.0949979,11.18116856
E05000301,Roxbourne,Harrow,Outer,0.159318261,6.021240242,1.469306934,0,0,7.490547176,20.62194513,19.29205974,19.65859231,-0.397869734,-0.709144384,-0.803131089,30774.98656,77.45010991,148.5537909,13029,24.04580153,66.03053435,10.30534351,1.50576,8652.77335,290000,31627.06513,2863.670173,0.955673759,33.17982961,4.443932765,44.86146289,13.3317983
E05000549,Rotherhithe,Southwark,Inner,0.15284024,9.810097101,3.892038471,7.478884989,0,21.18102056,16.53714219,16.15051288,16.03078395,-1.40427002,-1.696171788,-1.500141785,72161.45151,82.04365554,261.4078674,14472,17.36111111,75.69444444,7.291666667,1.36082,10634.76433,421800,39835.29277,2007.613057,0.45792826,56.12216694,4.912935323,13.71614151,16.83250415
E05000319,Romford Town,Havering,Outer,0.131393485,13.36281195,0,3.129655773,0,16.49246772,19.62612026,18.51111581,18.55908894,-0.406180313,-0.26211253,-0.574486816,384405.5349,80.4122095,183.0593357,17322,18.89534884,67.15116279,13.95348837,2.86473,6046.643139,225000,39237.18796,2380.329036,0.948664441,76.79829119,2.632490475,7.141207713,4.601085325
E05000621,Roehampton and Putney Heath,Wandsworth,Inner,0.239432425,5.056041742,0,0.199734327,0,5.255776069,21.55434308,20.37857036,21.47551495,-0.594943751,-0.313240452,-0.879887265,67989.72647,74.29443863,60.25922279,17094,17.64705882,72.05882353,10,4.42415,3863.793045,374950,32887.78609,837.4490015,0.623947457,61.79361179,6.130806131,10.55926056,12.78811279
E05000511,Roding,Redbridge,Outer,0.107533331,4.01864482,1.010913782,0,0,5.029558602,20.68953534,18.65208621,20.76319766,-0.529308446,-0.396944627,-0.393287452,11724.67729,58.80433256,122.773879,12367,23.2,66,10.8,2.36297,5233.667799,302500,48359.36761,2147.29768,1.078885818,61.16277189,5.660224792,18.04803105,10.21266273
E05000548,Riverside,Southwark,Inner,0.19974054,12.63808484,6.158162813,13.52782944,0,32.32407709,12.24195139,12.06894045,11.39316441,-1.945147797,-1.312874771,-2.23342112,78608.5516,75.69287257,127.0851393,15567,13.22580645,80.64516129,6.451612903,1.04248,14932.66058,585000,56437.16943,3081.114266,0.458464174,63.58322092,4.522387101,8.941992677,12.4751076
E05000038,River,Barking and Dagenham,Outer,0.197820648,3.137457987,0.766100189,0.601810081,0,4.505368256,20.0579119,18.86898865,19.46084299,-0.364505649,-0.513652172,-0.441386149,16842.9015,65.98448099,79.30406678,11500,26.31578947,63.59649123,10.0877193,3.12905,3675.236893,205500,32406.63684,1059.107397,0.834971025,58.53913043,3.704347826,7.991304348,23.10434783
E05000142,Regent's Park,Camden,Inner,0.275377513,14.86529701,14.6282104,2.694293521,0,32.18780094,15.4962434,15.07972298,14.15778431,-0.240292995,0.103619733,-0.575034187,137726.8263,74.94925048,122.1985717,14274,15.43859649,75.43859649,9.473684211,1.34956,10576.78058,600000,35984.95923,1516.049675,0.365226705,52.79529214,4.378590444,23.40619308,9.527812807
E05000643,Regent's Park,Westminster,Inner,0.134986109,7.348387506,7.039374494,0.644537618,0,15.03229962,15.76577799,14.77867322,14.69011127,-0.377550564,-0.38606075,-0.268854174,63832.4361,77.08317264,117.9821604,12328,15.91836735,68.16326531,15.91836735,2.25576,5465.120403,942500,67620.16433,1466.911374,0.559141602,55.12654121,4.469500324,20.66028553,4.737183647
E05009402,Redcliffe,Kensington and Chelsea,Inner,0.144451913,11.72861057,11.69776548,2.817491551,0,26.2438676,15.3418041,14.32571179,13.39431508,0.012432476,-0.020589554,0.102687751,21984.94676,63.06841,90.93543293,9700,14.79577503,75.1702559,10.03396907,0.71854,13499.5964,999999.5,82370.9932,4254.283425,0.619336752,80.69973728,4.43642139,8.179615528,2.392725104
E05000469,Raynes Park,Merton,Outer,0.037537316,5.494596542,0,5.35449677,0,10.84909331,21.69162311,19.68700324,21.48172381,-1.271146258,-1.196598118,-1.511687245,16639.7623,66.04237966,98.28164166,9915,19.5,66.5,14,1.85651,5340.666089,499500,66583.82083,2255.307001,1.002394063,78.80988401,3.741805345,11.4573878,2.642460918
E05000300,Rayners Lane,Harrow,Outer,0.09684874,4.564903668,5.174637021,0,0,9.739540689,20.62075134,20.54111866,20.2712845,-0.246935961,-0.75152778,-0.5239093,9372.623791,64.46131197,177.9695891,11339,20.61403509,64.9122807,14.47368421,1.52974,7412.37073,380000,44195.61209,3080.262005,1.284623773,33.86542023,3.183702267,53.47914278,5.185642473
E05000261,Ravenscourt Park,Hammersmith and Fulham,Inner,0.105107379,9.293366764,5.605687099,0,0,14.89905386,20.04759096,18.47552564,19.4885597,-0.383115426,0.122474314,-0.410543616,24781.91341,67.84508894,114.0778633,10878,17.59259259,70.83333333,11.57407407,1.15216,9441.397028,704000,61263.81314,2707.089293,0.647229716,72.66960838,5.212355212,7.372678801,8.448244163
E05000468,Ravensbury,Merton,Outer,0.136117271,6.991136767,1.283441005,0.072713281,1.446240181,9.793531234,20.67993199,18.80965614,20.29700062,-1.274702729,-1.013105653,-1.459852534,35234.36943,66.68489992,125.5278584,10161,20.97560976,65.85365854,13.17073171,1.83954,5523.663525,285000,33965.56416,1876.556096,0.90985767,59.97441197,4.625528983,21.5431552,10.28442082
E05000318,Rainham and Wennington,Havering,Outer,0.115355309,0.852100435,0,0.149666647,0,1.001767082,23.64483867,22.88777445,23.3111211,-0.369077789,-0.302763181,-0.17210875,19393.04455,76.39030457,110.2245496,12846,19.21568627,62.74509804,18.03921569,15.33726,837.5681184,240000,34848.38126,412.5899933,1.266866867,81.947688,2.568893041,4.72520629,7.371944574
E05000620,Queenstown,Wandsworth,Inner,0.285831201,6.534271433,0.228909364,5.847576206,0,12.610757,16.74757604,14.75478395,16.06918622,-1.476095269,-1.2325397,-1.408551635,47067.99242,78.40929935,65.61680824,18319,14.20765027,78.1420765,7.650273224,2.89242,6333.450882,630000,46673.47109,1341.783005,0.491888466,57.30116273,5.551613079,7.238386375,15.68317048
E05000099,Queensbury,Brent,Outer,0.087010237,6.21322677,2.085557262,0,0,8.298784031,17.58406427,17.06368416,17.12263926,-0.293025082,-0.00463832,-0.169367685,71560.62523,82.85104257,122.4018548,16000,19.56521739,68.01242236,12.42236025,2.05124,7800.159903,366000,39089.70441,2682.279987,1.163951766,25.625,3.18125,51.20625,10.48125
E05000299,Queensbury,Harrow,Outer,0.182065911,4.718470592,0.859499137,0,0,5.577969729,21.51795269,20.29610317,21.69618001,-0.345791989,0.104870721,0.102666203,13048.67052,79.28856907,47.03598834,12224,20.73170732,67.07317073,12.19512195,1.61364,7575.419548,390000,35383.38569,2814.75422,1.249518569,24.52552356,2.920484293,61.26472513,6.53632199
E05000098,Queens Park,Brent,Outer,0.109167199,9.795311746,4.045412532,4.075422795,0,17.91614707,13.86844771,11.87474639,13.37576896,-0.596039996,-0.190702506,-0.700480055,48448.36076,81.92968477,94.05379547,15389,19.41747573,71.197411,9.385113269,1.48562,10358.63814,677500,54686.46276,2758.444286,0.65317182,62.55117292,6.738579505,11.94359608,13.13275716
E05000642,Queen's Park,Westminster,Inner,0.235194197,13.05378823,3.833759363,1.733677927,0,18.62122553,17.57260611,17.25888313,16.92652452,-0.703414728,-0.788606321,-0.845639784,23366.44883,81.11820222,56.48197118,12825,21.17647059,69.41176471,9.803921569,0.58381,21967.76348,545000,39960.87623,3782.05238,0.429739198,46.40155945,7.212475634,13.24756335,20.07017544
E05009401,Queen's Gate,Kensington and Chelsea,Inner,0.091469043,11.09975066,14.04177272,0,0,25.14152339,17.16396436,17.04267237,15.27450139,-0.409091539,-0.184397524,-0.637278325,31895.96204,91.71241476,194.4705133,9600,14.09531675,76.46769345,9.436989804,0.58218,16489.74544,1775000,93495.76305,4970.096206,0.615002163,70.50892062,4.380749517,15.04018189,2.109928851
E05000159,Purley,Croydon,Outer,0.043975385,3.886274534,0,2.440629723,0,6.326904257,20.57327626,17.87932477,20.46838159,-1.273320527,-1.025220253,-1.372469637,47406.79713,57.2732793,141.4361389,15116,19.14191419,65.01650165,15.84158416,4.17518,3620.442711,320000,58197.64532,1694.777231,1.242275281,66.10214342,5.69595131,15.11643292,8.011378672
E05000427,Prince's,Lambeth,Inner,0.237599349,14.83211169,7.479156232,9.872185843,0,32.18345376,16.96310595,15.29812812,16.03009611,-0.81458852,-0.845534521,-1.252569478,36797.17332,73.57002093,69.18623749,14902,16.05351171,74.5819398,9.364548495,1.0628,14021.45277,495000,40518.20819,2595.031991,0.41005055,54.20077842,6.918534425,6.79103476,25.09730238
E05000097,Preston,Brent,Outer,0.204978694,3.996461521,4.08081757,1.277747989,0,9.35502708,19.4854493,18.51068213,18.43265563,-0.398306542,-0.196091734,-0.608482157,12650.83966,74.58699655,86.41020455,15622,20.38216561,66.87898089,12.7388535,2.38828,6541.109083,350000,42083.26569,2123.285377,1.015215215,29.66969658,4.391243119,45.42952247,13.53219818
E05009328,Poplar,Tower Hamlets,Inner,0.120008968,9.855611121,6.634311469,0.091164292,0,16.58108688,15.96032345,15.4765656,15.9086609,-0.37456733,-0.577468261,-0.452512444,36179.66669,72.63669253,59.0156376,7400,20.29943486,73.49998234,6.200582798,0.69531,10642.7349,285000,19395.48114,1997.491033,0.48534069,42.38217669,3.883360904,38.16942815,7.303584459
E05000206,Ponders End,Enfield,Outer,0.210745394,4.748634613,0,1.138728475,0,5.887363087,16.40277587,13.94689635,15.54565335,-0.768982858,-0.901575493,-0.58113337,57509.46784,73.62661484,89.3556683,16424,25.4491018,65.26946108,8.982035928,3.54296,4635.671868,248000,26946.33461,1311.615147,0.818133803,43.31466147,5.431076473,15.06941062,25.51144666
E05000467,Pollards Hill,Merton,Outer,0.112868524,4.557049634,0,0.388576658,0.233794996,5.179421288,19.3542212,18.01518398,19.25245763,-0.752383213,-0.625311564,-1.032777407,15279.42636,72.16936106,54.26148957,10586,23.36448598,65.88785047,10.28037383,2.16326,4893.540305,288000,33825.57475,1712.69288,1.007067138,42.39561685,5.847345551,13.99962214,33.16644625
E05000226,Plumstead,Greenwich,Inner,0.211274061,6.870400427,0,0.715096045,0,7.585496472,19.09780702,18.26463847,18.6528027,-0.739759133,-0.915005577,-0.618293074,66576.04549,84.81920417,42.52120361,16905,22.79635258,67.78115502,9.422492401,2.34189,7218.528624,249000,33339.42024,1880.532391,0.748724923,44.16444839,4.933451642,24.89795918,23.15291334
E05000490,Plaistow South,Newham,Outer,0.250893316,12.51333474,1.25722133,0,0,13.77055607,15.15180918,15.29243323,14.38139183,-0.473047442,-0.39483936,-0.257271551,82934.61343,69.74186986,111.8465939,16692,26.42642643,66.66666667,6.606606607,1.38452,12056.16387,250000,31400.53232,2285.990813,0.586980712,32.16510903,4.571052001,34.96285646,22.89120537
E05000489,Plaistow North,Newham,Outer,0.152729815,8.077515443,6.92735106,0,0,15.0048665,15.88576248,15.60528066,15.28381951,-0.638075833,-0.630121301,-0.554453163,41804.78281,76.56752157,88.61532692,15706,23.24840764,69.42675159,7.324840764,0.98418,15958.46288,250000,29877.3531,2854.152696,0.548311536,26.21291226,5.061759837,41.21991596,22.4500191
E05000125,Plaistow and Sundridge,Bromley,Outer,0.117730772,4.10981368,0,1.439441063,0,5.549254744,23.47823691,22.25290723,22.90615221,-0.744756473,-0.814656847,-0.652295239,11898.27862,71.83582432,33.84259025,15429,20.12987013,64.61038961,15.25974026,4.00094,3856.343759,295444,44683.18334,1700.350418,1.041966611,79.04595243,4.148032925,5.671138765,7.80348694
E05000298,Pinner South,Harrow,Outer,0.064392004,3.634855832,1.276815292,0,0,4.911671124,23.82884122,22.09573045,23.19350632,0.011082225,-0.570531174,-0.070535696,5963.040004,56.35696093,193.9363201,10559,20.75471698,61.32075472,18.39622642,2.34561,4501.600863,520000,64018.22353,2293.220101,1.369399185,58.61350507,3.646178615,32.12425419,2.954825268
E05000297,Pinner,Harrow,Outer,0.095689963,2.454448828,0.893333217,0,0,3.347782044,23.46511422,21.81701242,22.10439834,-0.707733471,-0.871168908,-0.781107254,13941.45505,72.57860981,72.17239549,10206,17.56097561,61.95121951,20.48780488,3.27742,3114.03482,400000,54412.87341,1613.159131,1.284187515,60.87595532,3.684107388,26.94493435,4.899078973
E05000337,Pinkwell,Hillingdon,Outer,0.214965005,4.785938761,0,0.741438697,0,5.527377458,19.31030028,18.65425098,19.3432199,-1.983157997,-1.983518808,-1.966347568,29290.5292,72.81660884,78.28175471,15406,25.97402597,64.93506494,8.766233766,2.74833,5605.585938,280000,30813.69858,1993.57428,1.179040241,30.48812151,3.628456446,45.59911723,11.75516033
E05000124,Petts Wood and Knoll,Bromley,Outer,0.074113777,3.726978308,0,3.596238002,0,7.32321631,26.27477954,24.43720283,25.42429881,-0.288019006,-0.355498773,-0.187940599,8542.222802,76.10764187,121.1664574,13892,18.41155235,59.566787,22.02166065,4.30127,3229.743773,485000,68438.86978,1758.550382,1.389164371,89.24560898,1.871580766,5.197235819,1.526058163
E05000317,Pettits,Havering,Outer,0.079736779,3.507820773,0,0.110876187,0,3.618696961,22.22269945,20.09065234,21.60766764,0.584131448,1.154111018,0.283145881,17708.49722,58.13820595,46.87835094,13021,16.98841699,61.003861,22.39382239,3.95457,3292.64623,295000,47668.12449,1853.04597,1.437708456,90.82251747,1.520620536,4.031948391,2.718685201
E05000450,Perry Vale,Lewisham,Inner,0.19914348,5.71876365,0,3.81430827,0,9.533071919,18.12940491,16.70433228,17.61581592,-0.947159137,-1.167715055,-0.673147805,7395.579289,74.4704,48.10294602,15858,20.50473186,69.71608833,9.779179811,1.6845,9414.069457,355000,44616.80686,2853.072128,0.716564783,56.65279354,7.983352251,7.087905158,24.58695926
E05000187,Perivale,Ealing,Outer,0.166468956,3.904382848,2.221317081,0.537302458,0,6.663002387,18.07899886,16.74006186,18.21947018,-0.659050141,-0.796043215,-0.474047794,6211.694409,77.07298824,61.77183021,15410,20.25723473,67.84565916,11.89710611,3.36775,4575.755326,367500,38711.18537,1719.248757,1.089164786,45.2173913,3.848150552,32.26476314,8.63724854
E05000225,Peninsula,Greenwich,Inner,0.17208157,7.248731795,1.066237735,1.805433722,0,10.12040325,17.80350375,15.99496918,17.51241298,-1.18452068,-0.869779948,-1.001077592,126054.4869,93.30236092,191.0721178,19342,17.9144385,74.86631016,7.219251337,3.4194,5656.547932,379000,52194.35199,1118.032403,0.615719117,50.44979837,3.887912315,10.31951194,6.757315686
E05000123,Penge and Cator,Bromley,Outer,0.170454963,6.127319691,0,5.563021341,0.696556428,12.38689746,17.38216037,15.81744055,16.09843802,-0.937588984,-1.118034494,-1.014290969,49413.65857,84.03448433,91.1636001,17704,21.24645892,68.55524079,10.4815864,2.95972,5981.646913,320000,38983.38788,1977.551931,0.762904067,64.03072752,6.501355626,6.1398554,19.66787167
E05009400,Pembridge,Kensington and Chelsea,Inner,0.071642234,17.90505255,15.66772053,0,0,33.57277308,13.62500789,12.95445072,11.95681023,-0.230585077,-0.108135131,-0.29222296,56529.66656,99.46823541,130.4053389,6100,12.11324064,75.89878492,11.98797445,0.38656,15780.21523,1106000,60394.57054,4175.476712,0.517739483,77.30834137,4.818010218,8.833018732,3.898443751
E05000547,Peckham Rye,Southwark,Inner,0.228059065,7.90183517,0,0.937535593,0,8.839370763,18.79134742,17.4499682,18.60390156,-0.96218805,-0.900179066,-0.899181832,22925.02202,67.96603092,63.01411071,13518,21.18959108,70.63197026,8.178438662,2.25242,6001.545005,421000,53440.63745,1766.544428,0.69745837,64.15889925,6.236129605,4.756620802,23.20609558
E05000546,Peckham,Southwark,Inner,0.367933505,13.80913401,0,1.801540724,0,15.61067473,13.95780842,14.26119001,13.28121296,-0.665439049,-0.341055944,-0.389354572,109871.4342,84.80261925,103.406137,15064,23.66666667,69.66666667,7,0.86966,17321.71193,285000,31203.61003,2851.689166,0.452637343,28.51168348,6.937068508,8.902018056,49.21003717
E05000260,Parsons Green and Walham,Hammersmith and Fulham,Inner,0.14060344,11.88563009,5.06809876,0.712646938,0,17.66637579,15.58368791,13.66000914,14.37691846,-0.516537362,-0.906685732,-0.163234182,31177.31526,83.5767767,93.08819814,10839,18.60465116,70.23255814,11.1627907,0.89587,12098.85363,1330000,82688.58656,3960.39604,0.762027491,82.03708829,4.502260356,5.415628748,4.243933942
E05000037,Parsloes,Barking and Dagenham,Outer,0.182595138,5.337748117,0.613309503,0,0,5.95105762,22.82474008,21.92817918,22.24815142,-0.718915966,-0.566147985,-0.923805944,10970.3553,71.05221662,61.45560888,9999,25.75757576,63.13131313,11.11111111,1.24384,8038.815282,213000,30991.87765,2550.167224,0.834517232,67.97679768,3.98039804,7.940794079,17.34173417
E05000205,Palmers Green,Enfield,Outer,0.212647286,4.882143658,0,1.515279774,0,6.397423433,17.45136407,16.5287483,16.66555858,-0.214464359,-0.239396592,0.16506294,35071.99836,82.90270505,82.85497891,15520,18.78980892,67.51592357,13.69426752,1.94212,7991.267275,353500,42568.8724,3042.036537,1.020203764,63.07989691,5.270618557,13.1185567,10.18685567
E05000259,Palace Riverside,Hammersmith and Fulham,Inner,0.094712468,8.60142385,2.134857069,0.04141796,0,10.77769888,16.41835199,15.08528212,15.3846713,-1.203962327,-1.86963644,-1.741957798,59023.47833,77.66477118,89.44610226,7552,18,66.66666667,15.33333333,1.13762,6638.420562,950000,81677.30491,2477.980345,0.869524985,84.24258475,3.853283898,4.568326271,3.177966102
E05000426,Oval,Lambeth,Inner,0.252860231,16.66623228,8.723032551,10.97583998,0,36.36510481,14.17316946,12.62812185,13.78722437,-1.00018469,-0.982870131,-1.22436071,127843.5391,73.09312339,103.5978075,16001,13.79310345,78.9968652,7.210031348,1.24178,12885.53528,699995,43148.88415,2113.095717,0.374696559,59.55877758,6.355852759,7.174551591,18.22386101
E05000363,Osterley and Spring Grove,Hounslow,Outer,0.132755809,2.427990085,0.86047716,0.730755795,0,4.01922304,20.5925849,18.52260639,20.63583274,-0.173636727,-0.334131115,-0.20966689,29597.23545,50.22403563,159.6909125,13297,18.58736059,68.40148699,12.6394052,6.27784,2118.085201,345500,56824.15707,928.9819428,1.216013344,44.64916899,3.835451606,40.82123787,3.993381966
E05000122,Orpington,Bromley,Outer,0.061580857,5.821012333,0,1.015367832,0,6.836380165,22.98786983,21.66888344,22.06480132,-0.262658156,-0.249209109,-0.207587942,187730.9565,71.64697771,149.9591246,15596,18.64951768,59.48553055,21.86495177,4.25616,3664.335927,340000,43814.33304,1797.159881,1.206276613,85.76558092,2.641703001,4.667863555,4.404975635
E05000410,Old Malden,Kingston upon Thames,Outer,0.120822119,4.016019873,0,2.375036264,0,6.391056136,21.43121533,19.38515817,21.68773596,0.024477103,-0.022506284,-0.186923004,8147.792766,62.73182061,68.07825089,9619,18.65284974,64.24870466,17.0984456,1.80016,5343.413919,395725,49169.27596,2722.535775,1.377459247,67.85528641,2.734171951,22.45555671,1.798523755
